,tag,text
62538,neg,"he also falls for her when this was only supposed to be a business deal , and learns that she is valuable because her ex-boyfriend was sean ambrose and that he still wants to f * ck her ."
63868,neg,this brings us to the villains .
46497,neg,"it is spoken between two of the protagonists somewhere in the film , and basically serves as a perfect example of what this film is about , especially if you realize that this exchange is meant to be taken seriously ."
61496,neg,"this , undoubtedly , is eddie murphy's worst movie and that's an accomplishment ."
42680,neg,and attempt to run towards the exit in slow motion ) .
62022,neg,"there's little that's naturally amusing about them , as they all seem to know the cameras are rolling ."
41516,neg,what was that glowing lava lamp artifact troy brought on board with him ?
53159,neg,"christina ricci plays val , and gaby hoffman plays stephie ."
42694,neg,"well , that depends on whom you trust more : me or eddie murphy ."
46744,neg,a hollow victory indeed .
35421,neg,"right up there with the lost world , godzilla is one of the biggest disappointments in recent cinematic history ."
37868,neg,"while the characters flail at each other , one-liners and bad puns are tossed about like confetti ."
33957,neg,the performances are adequate if not fully acceptable .
33185,neg,even foreign films are taking that advice to heart .
60963,neg,it's chockfull of stupid characters delivering inane dialogue fitting snuggly into a preposterous plot .
35924,neg,"if these arbiters of public taste think kenneth branaugh's film of shakespeare's "" comedy "" much ado about nothing is comedy in any modern sense of the word , it's time to get a life ."
43855,neg,"there's also a good sequence involving metal magnet neckbraces and spinning saw blades , but , again , a logic question comes into play regarding their polarity ."
38964,neg,it's just dreary and unwatchable . . . a
53551,neg,"wait a minute "" ."
59630,neg,"the other actors , including isaiah washington , russell wong , henry o and dmx all give the standard mediocre performances ."
43146,neg,"by the end of the film , it had audiences in deep thought ."
62660,neg,"the music is also good , which is scored by danny elfman ."
57192,neg,in one scene we are looking at a motel room with dead people on the floor .
47067,neg,"but the storytelling is completely lacking in emotion ( spawn longs for his wife , but they don't have a single scene together before simmons' death ! ) , conflict ( who will triumph is not anybody's guess ) , and believability ( not that i expected it ) ."
38742,neg,"( oh , how witty . )"
55520,neg,"some movies fail at the box office but you manage to see why the producers thought it could have been a good movie , others are simply good ideas that are badly executed ."
33211,neg,failed all around !
50387,neg,kate ( jennifer aniston ) is having some problems .
44905,neg,"as a wannabe who uses flatulence for a weapon , all of his jokes must therefore be fart jokes ."
38306,neg,but there's so much more that feels as if we've been there before .
35165,neg,"harry assembles the obligatory "" ragtag "" bunch of "" cowboys "" , including a blond guy , a fat guy , a black guy , a wiseass , and the man who is sleeping with his daughter ( affleck ) ."
43668,neg,- moral dilemma of teresa's father .
35157,neg,( nary a mention of these apocalyptic events is made after they occur . )
36298,neg,"they have two kids together , greta simone and owen ."
47794,neg,"in case anyone misses the connection , the camera comes in for a close up of christine's music box , which just happens to be identical to one owned by cane's daughter ."
64147,neg,"there is very , very little that is funny in caddyshack ."
60696,neg,one should not approach a haunted house movie with a twister mindset .
42728,neg,"if you're going to make another sting movie , you've got to do something original ."
50696,neg,"'laughter' is supposed to arise from the 'comical' events , but never does ."
36904,neg,"( well , she's not a widow , and the kid isn't her daughter , but you get the idea . )"
53940,neg,"jimmy stands to inhereit $100 million if he is married by 6 : 05 p . m . on his 30th birthday , stays married for 10 years and produces a child ."
48872,neg,"unfortunately , it's a sequel not worthy of the original ."
43064,neg,"as the movie is but the latest in a genre that was originally created by aliens , it does little more than try to cash in on that aspect ."
53554,neg,"i guess i'm one of the few critics who actually kind of liked the original film ( emphasis on the "" kind of "" ) ."
37126,neg,"once there , he hooks up with his deceased brother's girlfriend , played by natasha henstridge , and the two of them set out to discover who the murderers are ."
59723,neg,"even if bye bye love had decided to spend its time focusing exclusively on the parent-child relationships , it still would have been pretty difficult to pull off , because ultimately there is very little humor one can wring from family break-ups and their effects on children ."
34729,neg,"john patterson ( val kilmer ) , the bridge building expert set to oversee the operation , tried to rid his operation of the lions , but fails ."
